PROCEDURE_CAT;PROCEDURE_SCHEM;PROCEDURE_NAME;COLUMN_NAME;COLUMN_TYPE;DATA_TYPE;TYPE_NAME;PRECISION;LENGTH;SCALE;RADIX;NULLABLE;REMARKS
FLC_RU;dbo;usp_g_list_by_place_on_date_a;1;@current_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_genre_qnt_evaluate;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_genre_qnt_evaluate;1;@members_table;1;12;varchar;64;64;0;0;2;null
FLC_RU;dbo;usp_genre_qnt_evaluate;1;@obj_type;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_avalible_good_stock2;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_avalible_good_stock2;1;@product_code;1;12;varchar;40;40;0;0;2;null
FLC_RU;dbo;usp_get_avalible_good_stock2;1;@channel_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_avalible_good_stock2;1;@available;2;2;numeric;18;9;7;0;2;null
FLC_RU;dbo;usp_get_barcode2d_line;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_barcode2d_line;1;@filter_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_dfd_inet_normal_orders;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_dfd_inet_recr_orders;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_dfd_order_file_id;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_dfd_order_file_id;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_dfd_order_file_id;1;@file_name;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;usp_get_dfd_sms_orders;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_direct_mail_region;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_direct_mail_region;1;@QUARTERER;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_get_direct_mail_region;1;@RASSILKA;1;12;varchar;32;32;0;0;2;null
FLC_RU;dbo;usp_get_direct_mail_region;1;@ZIPCODE_NAME;1;12;varchar;6;6;0;0;2;null
FLC_RU;dbo;usp_get_discount_for_third_ord;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_discount_for_third_ord;1;@MEMBER_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_get_discount_for_third_ord;1;@RTN;2;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_get_filter_journal;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_filter_journal;1;@list_filter;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;usp_get_filter_journal;1;@flag_journal;1;2;numeric;12;6;0;0;2;null
FLC_RU;dbo;usp_get_good;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_good;1;@good_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_good_plus_title;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_good_plus_title;1;@good_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_improving_rule;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_improving_rule;1;@channel_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_member_comments_t;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_member_comments_t;1;@MEMBER_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_get_member_comments_t;1;@LOGIN_NM;1;12;varchar;20;20;0;0;2;null
FLC_RU;dbo;usp_get_product_available;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_product_available;1;@product_code;1;12;varchar;40;40;0;0;2;null
FLC_RU;dbo;usp_get_product_available;1;@channel_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_product_available;1;@available_out;2;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_product_images_list2;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_product_images_list;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_product_images_list;1;@date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_get_pub_address;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_serial_letter_itog_t;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_shipments;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_shipments;1;@SID;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_title_list_ver;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_title_list_ver;1;@gr_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_get_title_remains48;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_title_remains_BO;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_usp_get_listovka418;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_get_usp_get_listovka418;1;@MEMBER_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_get_usp_get_listovka418;1;@RTN;2;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_getactive_subs;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_getactive_subs;1;@year;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_getactive_subs;1;@quarter;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_getactive_subs;1;@begin_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_getactive_subs;1;@end_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_getmobilephone;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_getmobilephone;1;@MEMBER_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_getmobilephone;1;@ROWCOUNT;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;usp_godex_label_post_bc;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_godex_label_post_bc;1;@trolley_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_godex_label_post_bc;1;@cells;1;12;varchar;2048;2048;0;0;2;null
FLC_RU;dbo;usp_good_article_identify;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_article_identify;1;@ID2_OR_ARTICLE;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_article_identify;1;@ARTICLE_OUT;2;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_article_identify_bv;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_article_identify_bv;1;@ID2_OR_ARTICLE;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_article_identify_bv;1;@REGIM;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;usp_good_article_identify_bv;1;@ARTICLE_OUT;2;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_change_history;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_change_history;1;@action_date_begin;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_good_change_history;1;@action_date_end;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_good_change_history;1;@good_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_change_history_dddw;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_entry_shop;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_entry_shop;1;@shop_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_entry_shop;1;@date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_good_fields;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_heap_date;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_heap_date;1;@GOOD_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_heap_date;1;@CURRENT_DATE;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_good_is_used;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_is_used;1;@GOOD_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list;1;@channel_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list;1;@type_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list;1;@status_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list;1;@publisher_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list;1;@document_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_ao;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_ao;1;@ENTRY_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_ao;1;@MODE;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_ao;1;@document_id;2;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_ao;1;@DOC_PARM;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_main;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_ao_main;1;@ENTRY_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_main;1;@MODE;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_main;1;@document_id;2;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_main;1;@DOC_PARM;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_notran;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_ao_notran;1;@ENTRY_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_notran;1;@MODE;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_notran;1;@document_id;2;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_notran;1;@DOC_PARM;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_tran;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_ao_tran;1;@ENTRY_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_tran;1;@MODE;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_tran;1;@document_id;2;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_ao_tran;1;@DOC_PARM;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_by_pl_on_date_ch;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_by_place;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_by_place;1;@place_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_by_place;1;@detailed_by_places;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_by_place;1;@include_children;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_by_place;1;@by_title;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_by_place_on_date;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_by_place_on_date;1;@place_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_by_place_on_date;1;@current_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_good_list_by_place_t;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_by_place_t;1;@place_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_dao;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_dao;1;@document_id;2;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_dao;1;@DOC_PARM;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_dao_main;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_dao_main;1;@document_id;2;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_dao_main;1;@DOC_PARM;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_dao_notran;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_dao_notran;1;@document_id;2;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_dao_notran;1;@DOC_PARM;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_dao_tran;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_dao_tran;1;@document_id;2;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_dao_tran;1;@DOC_PARM;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_list_new;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_new;1;@channel_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_new;1;@type_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_new;1;@status_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_new;1;@publisher_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_new;1;@document_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_new;1;@available;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_new_id2;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_new_id2;1;@good_id2;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_list_with_places;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_with_places;1;@type_id;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;usp_good_list_with_places;1;@heap_id;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;usp_good_list_with_places;1;@workplaces;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;usp_good_list_with_places;1;@uom_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_with_places;1;@measure_type_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_with_places_t;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_list_with_places_t;1;@type_id;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;usp_good_list_with_places_t;1;@heap_id;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;usp_good_list_with_places_t;1;@workplaces;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;usp_good_list_with_places_t;1;@uom_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_list_with_places_t;1;@measure_type_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_good_notactive_doc;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_notactive_doc;1;@good_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_object_list_reused;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_object_list_reused;1;@OBJECT_TYPE;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_object_list_reused;1;@START_DATE;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_good_object_list_reused;1;@FINISH_DATE;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_good_place_date;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_place_date;1;@GOOD_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_place_date;1;@CURRENT_DATE;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_good_select;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_select;1;@good_id2;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_shop_previous;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_status_permissions;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_stock_248_fill;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_stock_248_fill;1;@MODE;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_stock_2_fill;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_stock_2_fill;1;@MODE;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_good_stock_fill;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_stock_fillA;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_supplier_date;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_good_supplier_date;1;@GOOD_ID;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_good_supplier_date;1;@CURRENT_DATE;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_goods_group_title;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_goods_remains;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_goods_remains;1;@good_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_goods_remains;1;@flag_nomenclature_type;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_goods_remains;1;@flag_all_places;1;-7;bit;1;1;0;0;2;null
FLC_RU;dbo;usp_goods_remains;1;@flag_pallet_warehouse;1;-7;bit;1;1;0;0;2;null
FLC_RU;dbo;usp_goods_remains;1;@flag_picking_zone;1;-7;bit;1;1;0;0;2;null
FLC_RU;dbo;usp_goods_remains;1;@flag_X_places;1;-7;bit;1;1;0;0;2;null
FLC_RU;dbo;usp_goods_remains;1;@flag_N_places;1;-7;bit;1;1;0;0;2;null
FLC_RU;dbo;usp_goods_searshing;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_goods_searshing;1;@type_id;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;usp_goods_searshing;1;@good_full_name;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;usp_goods_searshing;1;@good_book_isbn1;1;12;varchar;40;40;0;0;2;null
FLC_RU;dbo;usp_goods_searshing;1;@gr_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_goods_searshing;1;@article_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_goods_searshing;1;@good_id2;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_group_bags;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_group_union_complete;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_group_union_complete;1;@str_message;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;usp_heap_tune;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_heap_tune;1;@heap_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_im_add_calcul;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_im_add_calcul;1;@CURR_DATE;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_im_calcul;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_im_calcul;1;@b_add_calcul;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_im_cluster_by_volume;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_im_cluster_by_volume;1;@CLUSTER_ID;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_im_create;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_im_import;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_im_pick_places;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_im_pick_places;1;@CLUSTER_PRIORITY;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_im_pick_places;1;@WEEK;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_import_arcon;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_import_arcon;1;@supplier_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_import_arcon;1;@entry_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_import_arcon;1;@doc_name;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;usp_import_product_code;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_import_product_code;1;@channel_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_import_product_price;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_import_product_price;1;@rule_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_import_product_price;1;@channel_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_import_product_price;1;@all_version;1;-6;tinyint;3;1;0;0;2;null
FLC_RU;dbo;usp_import_supply_plan;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_ind_return_status;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_ind_returns_entry;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_ind_returns_entry;1;@date1;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_ind_returns_entry;1;@date2;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_inet_file;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_inet_file;1;@file_name;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;usp_inet_file;1;@load_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;usp_inet_file;1;@type_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_inet_file;1;@status_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@member_code;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@channel_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@type_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@adv_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@contents_string;1;12;varchar;1024;1024;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@express_delivery;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@mobile_phone;1;12;varchar;20;20;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@site_order_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@payment_type_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@payment_sum;1;3;money;19;8;4;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@pvz_description_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_inet_normal_order_wrap;1;@parms_string;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_inet_partner_order;1;@partner_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order;1;@site_order_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order;1;@order_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order;1;@err;1;12;varchar;1024;1024;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order;1;@bad;1;12;varchar;2048;2048;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order;1;@data_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order_data;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;usp_inet_partner_order_data;1;@site_order_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order_data;1;@file_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order_data;1;@row_number;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order_data;1;@error_id;1;2;numeric;18;9;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order_data;1;@member_last_name;1;12;varchar;40;40;0;0;2;null
FLC_RU;dbo;usp_inet_partner_order_data;1;@member_first_name;1;12;varchar;40;40;0;0;2;null
