PROCEDURE_CAT;PROCEDURE_SCHEM;PROCEDURE_NAME;COLUMN_NAME;COLUMN_TYPE;DATA_TYPE;TYPE_NAME;PRECISION;LENGTH;SCALE;RADIX;NULLABLE;REMARKS
FLC_RU;dbo;rep_stat_shops_trade_1;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_shops_trade_1;1;@dt_start;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_shops_trade_1;1;@dt_end;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_shops_trade_1;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_shops_trade_2;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_shops_trade_2;1;@dt_start;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_shops_trade_2;1;@dt_end;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_shops_trade_2;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_sms_answer;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_sms_answer;1;@start_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_sms_answer;1;@end_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_sms_answer;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_split_by_reg;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_split_by_reg;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_split_by_reg_wrapper;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_split_by_reg_wrapper;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_split_by_reg_wrapper;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_spoilage;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_spoilage;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_spoilage;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_spoilage_m;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_spoilage_m;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_spoilage_m;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_status_flow;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_status_flow;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow;1;@result_id2;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow;1;@channels;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow;1;@order_types;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_status_flow;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_status_flow;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_status_flow_wrapper;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper;1;@result_id2;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper;1;@channels;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper;1;@order_types;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper_m;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_status_flow_wrapper_m;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper_m;1;@result_id2;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper_m;1;@channels;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper_m;1;@order_types;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper_m;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper_m;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_status_flow_wrapper_m;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_stock_age;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_stock_age;1;@dt;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_stock_age;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_subscr_scarlupina;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_subscr_scarlupina;1;@start_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_subscr_scarlupina;1;@end_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_subscr_scarlupina;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_subscriptions2;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_subscriptions2;1;@year;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_subscriptions2;1;@quarter;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_subscriptions2;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_subscriptions2;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_subscriptions;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_subscriptions;1;@year;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_subscriptions;1;@quarter;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_subscriptions;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_subscriptions;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_subscriptions;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_tel;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_tel;1;@from_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_tel;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_telemarkorders;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_telemarkorders;1;@dt_begin;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_telemarkorders;1;@dt_end;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_telemarkorders;1;@adv_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_telemarkorders;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_title_last_channel;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_title_last_channel;1;@year;1;2;numeric;4;3;0;0;2;null
FLC_RU;dbo;rep_stat_title_last_channel;1;@quart;1;2;numeric;2;2;0;0;2;null
FLC_RU;dbo;rep_stat_title_last_channel;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_title_place;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_title_place;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_title_place;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_tm_blocked_ord;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_tm_blocked_ord;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_tm_deat_lots;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_tm_deat_lots;1;@dt_begin;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_tm_deat_lots;1;@dt_end;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_tm_deat_lots;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_tm_ord_addit_sales;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_tm_ord_addit_sales;1;@dt_begin;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_tm_ord_addit_sales;1;@dt_end;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_tm_ord_addit_sales;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_2;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_total_act_kh_2;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_2;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_2;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_2;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_2;1;@channels;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_2;1;@ch54;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_2;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_wr_2;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_total_act_kh_wr_2;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_wr_2;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_wr_2;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_wr_2;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_wr_2;1;@channels;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_wr_2;1;@ch54;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_total_act_kh_wr_2;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mail_inet_act_kh;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_week_mail_inet_act_kh;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mail_inet_act_kh;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mail_inet_act_kh;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_week_mi_act_kh;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh;1;@is_inet;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh;1;@channels;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh_wr;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_week_mi_act_kh_wr;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh_wr;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh_wr;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh_wr;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh_wr;1;@is_inet;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh_wr;1;@channels;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_act_kh_wr;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh;1;@is_inet;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh;1;@channel_group_id;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh_wr;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh_wr;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh_wr;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh_wr;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh_wr;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh_wr;1;@is_inet;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh_wr;1;@channel_group_id;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;rep_stat_week_mi_tm_act_kh_wr;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_week_total_act_kh;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh;1;@channels;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh;1;@ch54;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh_wr2;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_week_total_act_kh_wr2;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh_wr2;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh_wr2;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh_wr2;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh_wr2;1;@channels;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh_wr2;1;@ch54;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_week_total_act_kh_wr2;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_rr;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_weekly_act_rr;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_rr;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_rr;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_rr;1;@channel_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_rr;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_rr_wrapper;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_weekly_act_rr_wrapper;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_rr_wrapper;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_rr_wrapper;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_rr_wrapper;1;@channel_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_rr_wrapper;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_wrapper;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_weekly_act_wrapper;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_wrapper;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_wrapper;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_wrapper;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_act_wrapper;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_activity;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_weekly_activity;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_activity;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_activity;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_activity;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_activity;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_weekly_titles;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_gm;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_weekly_titles_gm;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_gm;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_gm_wr;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_weekly_titles_gm_wr;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_gm_wr;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_gm_wr;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_wr;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_weekly_titles_wr;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_wr;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_wr;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_wrapper;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_weekly_titles_wrapper;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_wrapper;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_weekly_titles_wrapper;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc;1;@is_inet;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc;1;@channel_group_id;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc_wr;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc_wr;1;@result_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc_wr;1;@dfrom;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc_wr;1;@dto;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc_wr;1;@reminder_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc_wr;1;@is_inet;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc_wr;1;@channel_group_id;1;5;smallint;5;2;0;0;2;null
FLC_RU;dbo;rep_stat_wk_mitm_act_kh_ofc_wr;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_stat_zakaz;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_stat_zakaz;1;@from_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_zakaz;1;@to_date;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_stat_zakaz;1;@task_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rep_temp_proc;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rep_temp_proc;1;@first_day;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rep_temp_proc;1;@last_day;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rs_check_repl_stat;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rs_check_repl_stat;1;@rs_repl_name;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rs_get_lastcommit;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rs_initialize_threads;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rs_initialize_threads;1;@rs_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rs_marker;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rs_marker;1;@rs_api;1;12;varchar;255;255;0;0;2;null
FLC_RU;dbo;rs_update_lastcommit;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rs_update_lastcommit;1;@origin;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rs_update_lastcommit;1;@origin_qid;1;-2;binary;36;36;0;0;2;null
FLC_RU;dbo;rs_update_lastcommit;1;@secondary_qid;1;-2;binary;36;36;0;0;2;null
FLC_RU;dbo;rs_update_lastcommit;1;@origin_time;1;93;datetime;23;8;3;0;2;null
FLC_RU;dbo;rs_update_threads;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;rs_update_threads;1;@rs_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;rs_update_threads;1;@rs_seq;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;save_filter;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;save_filter;1;@filter_id;1;4;int;10;4;0;0;2;null
FLC_RU;dbo;sj_change_channels;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;sj_create_directories;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;sj_create_lists;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;sj_delete_data;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;sj_delete_spec;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;sj_discard_object_events;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;sj_get_member_params;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;sj_get_member_recall;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;sj_get_object_events;1;RETURN_VALUE;5;4;int;10;4;0;0;0;procedureColumnReturn
FLC_RU;dbo;sj_get_object_events;1;@obj_type_id;1;2;numeric;18;9;0;0;2;null
